date	author
23 October 2017	Don Brutzman and Sungmin Kwon	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter06GeometryPointsLinesPolygons\ExtrusionPentagonCrossSectionItssTexture.json
23 October 2017	Don Brutzman and Sungmin Kwon	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter06GeometryPointsLinesPolygons\ExtrusionPentagonCrossSectionItss.json
3 September 2005	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter06GeometryPointsLinesPolygons\ExtrusionPentagon.json
22 November 2000	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter06GeometryPointsLinesPolygons\ExtrusionCrossSectionPrototype.json
23 October 2017	Don Brutzman and Sungmin Kwon	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter06GeometryPointsLinesPolygons\ExtrusionCrossSectionITSSPrototype.json
28 August 2005	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter06GeometryPointsLinesPolygons\ElevationGridNonPlanarQuadrilaterals.json
5 September 2005	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter06GeometryPointsLinesPolygons\ColorPerVertexExamples.json
8 June 1998	Todd Gagnon and Mark A. Boyd	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter06GeometryPointsLinesPolygons\ColorExample.json
14 November 2005	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter04ViewingNavigation\ViewpointExample.json
14 November 2005	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter04ViewingNavigation\NavigationInfoExample.json
1 June 1998	Don Brutzman and Leonard Daly	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter04ViewingNavigation\CollisionExample.json
5 January 2008	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter04ViewingNavigation\BindingOperations.json
13 June 2004	Don Brutzman and Leonard Daly	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter04ViewingNavigation\BillboardExample.json
14 November 2005	Leonard Daly  Don Brutzman and Marlon Heron	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter04ViewingNavigation\AnchorExample.json
21 April 2011	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter04ViewingNavigation\AnchorComparison.json
19 June 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter04ViewingNavigation\AliasingExample.json
2 September 2009	Don Brutzman and MV3204 class	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\TimeSensorChaining.json
1 May 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\ScalarInterpolatorFishPrototype.json
1 June 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\ScalarInterpolatorFishExample.json
28 January 2008	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\ScalarInterpolatorExample.json
5 August 2011	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\PositionOrientationInterpolatorsExampleTraced.json
29 January 2008	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\PositionOrientationInterpolatorsExample.json
1 May 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\PositionInterpolatorPrototype.json
16 October 2001	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\PositionInterpolator2dExample.json
1 May 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\OrientationInterpolatorFishPrototype.json
1 June 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\OrientationInterpolatorFishExample.json
3 May 2008	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\NormalInterpolatorExample.json
1 May 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\MotionInterpolatorFishPrototype.json
5 October 2000	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\HelloX3dAuthorsAnimationChain.json
1 June 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\Garibaldi.json
1 August 2007	Chris Lang	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\DolphinSwitcher.json
1 August 2007	Chris Lang	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\DolphinPose03.json
1 August 2007	Chris Lang	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\DolphinPose02.json
1 August 2007	Chris Lang	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\DolphinPose01.json
1 August 2007	Chris Lang	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\DolphinMorpher.json
9 October 2001	Don Brutzman  Jeff Weekley  Jane Wu	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\CoordinateInterpolator2dExample.json
1 May 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\ColorInterpolatorFishPrototype.json
17 April 2005	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\ColorInterpolatorExample.json
1 May 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\CircleFishPTPrototype.json
1 May 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\CircleFishPrototype.json
1 June 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter07EventAnimationInterpolation\CircleFishPositionInterpolator.json
18 February 2009	Don Brutzman and MV3204 class	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\TwoSidedMaterialExample.json
2 February 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\Transparency.json
2 February 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\TextureTransformTranslation.json
2 February 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\TextureTransformScale.json
2 February 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\TextureTransformFull.json
2 February 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\TextureTransformExample.json
1 June 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\TextureRemoteGaribaldi.json
1 June 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\TextureLocalGaribaldi.json
18 December 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\Table5_18PixelTexture.json
2 February 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\SpecularColor.json
2 February 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\PixelTextureTransformScale.json
2 February 2006	Craig Schwetje  Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\PixelTextureSnowman.json
1 June 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\PixelTextureGaribaldi.json
2 February 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\PixelTextureExample.json
25 August 2008	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\PixelTextureComponentExamples.json
2 February 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\PixelTextureBW.json
21 August 2008	Don Brutzman and MV3204 class	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\MovieTextureAuthoringOptions.json
20 August 2008	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\LinePropertiesExample.json
25 March 2005	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\GeometryPrimitiveNodesImageTexture.json
1 June 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\GaribaldiRemoteNoTexture.json
1 June 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\GaribaldiRemote.json
1 June 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\GaribaldiLocalTexture.json
1 June 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\Garibaldi.json
20 August 2008	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\FillPropertiesExample.json
2 February 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\EmissiveColor.json
2 February 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\DiffuseColor.json
1 May 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\CircleFishPTPrototype.json
1 May 1998	Ildeniz Duman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\CircleFishPrototype.json
2 February 2006	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter05AppearanceMaterialTextures\AmbientIntensity.json
13 November 2005	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\TransformExample.json
28 January 2008	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\TransformCenterOffsetForRotation.json
13 November 2005	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\SwitchExample.json
13 November 2005	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\StaticGroupExample.json
22 May 2006	Leonard Daly	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\OrderOfOperations2.json
22 May 2006	Leonard Daly	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\OrderOfOperations1.json
21 July 2011	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\LodWithDifferentShapes.json
14 November 2005	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\LODExample.json
19 October 2005	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\InlineKelpForest.json
13 November 2005	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\GroupExample.json
13 November 2005	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\GroupAnimated.json
14 July 2000	Don Brutzman and Byounghyun Yoo	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\CoordinateAxesNSEW.json
13 October 2013	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\CoordinateAxesLines.json
2 September 2000	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\CoordinateAxesInlineExample.json
14 July 2000	Don Brutzman  Byounghyun Yoo	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\CoordinateAxes.json
28 December 2005	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter03Grouping\BoundingBoxIllustration.json
12 July 2008	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter02GeometryPrimitives\TextSpecialCharacters.json
25 January 2009	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter02GeometryPrimitives\TextLengthMaxExtent.json
26 April 2017	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter02GeometryPrimitives\TextHaveFunWithX3D.json
8 March 2022	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter02GeometryPrimitives\SphereExample.json
14 July 2018	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter02GeometryPrimitives\GeometryPrimitiveSubstituteMeshes.json
25 March 2005	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter02GeometryPrimitives\GeometryPrimitiveNodesWhiteBackground.json
25 March 2005	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter02GeometryPrimitives\GeometryPrimitiveNodes.json
1 January 2007	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter02GeometryPrimitives\CylinderExample.json
1 January 2007	Leonard Daly and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter02GeometryPrimitives\ConeExample.json
1 January 2007	Leonard Daly	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter02GeometryPrimitives\BoxExample.json
*enter date of initial version here*	*enter name of original author here*	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter01TechnicalOverview\newScene.json
30 October 2000	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter01TechnicalOverview\HelloWorld.json
26 February 2023	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter01TechnicalOverview\HelloTriangle.json
18 September 2022	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter01TechnicalOverview\HelloSceneGraphStructure.json
11 October 2005	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter01TechnicalOverview\HeaderProfileComponentUnitMetaExample.json
24 February 2014	Leonard Daly  Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter01TechnicalOverview\EmptySceneCoreProfile.json
01 January 1969	Unknown	..\www.web3d.org\x3d\content\examples\X3dForWebAuthors\Chapter01TechnicalOverview\EmptyScene.json
1 May 2017	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\Visualization\TextureBackgroundCube.json
29 December 2014	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\Visualization\BackgroundCube.json
28 December 2014	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\Visualization\BackgroundCollection.json
9 February 2014	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\UserExperienceUX\SelectableTextTransparentBox.json
15 March 2014	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\UserExperienceUX\EventMonitorTest.json
6 November 2017	Mario Nagumura	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\ShayDPixel\ShayDPixelVersion2.json
11 October 2017	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\ShayDPixel\ShayDPixelBobbleHeadBoxSiggraph2017.json
15 December 2017	Sungmin Kwon and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\TextureMapping\TextureMapComparisonsRectangle.json
17 December 2017	Sungmin Kwon and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\TextureMapping\TextureMapComparisonsCylinder.json
23 April 2013	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\TextureMapping\TextureAngleViewer.json
23 May 2021	Rick Lentz  Michalis Kamburelis	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\TextureMapping\MultiTextureTeapot.json
5 March 2011	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\TextureMapping\MultiTextureDesignPattern.json
16 April 2011	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\Security\PlainTextHiddenMessage.json
4 June 2017	Don Brutzman  Vince Marchetti  Roy Walmsley  Nicholas Polys	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\Scanning\X3dMeshDesignPattern.json
3 June 2017	Don Brutzman  Roy Walmsley  Vince Marchetti  Danny Todorov	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\Scanning\VirtualBananaScanned.json
3 June 2017	Don Brutzman  Roy Walmsley  Vince Marchetti  Danny Todorov	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\Scanning\VirtualBananaReduced.json
1 June 1994	Mark Pesce and Tony Parisi	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\Scanning\VirtualBananaOriginal.json
11 November 2019	Bill Gutelius  Qntfi https://www.qntfii.com	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\Scanning\ScannerMetadataExample4.json
11 November 2019	Bill Gutelius  Qntfi https://www.qntfii.com	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\Scanning\ScannerMetadataExample33.json
4 April 2016	Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\Scanning\HammingBrickPoissonMesh.json
6 April 2012	Michele Foti	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\SanCarlosCathedral\SanCarlosChurchHistory.json
15 December 2011	Michele Foti  Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\SanCarlosCathedral\SanCarlosCathedral.json
19 March 2012	Michele Foti and Don Brutzman	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\SanCarlosCathedral\LightingAlternatives.json
15 December 2011	Michele Foti	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\SanCarlosCathedral\ChurchRoof.json
15 December 2011	Michele Foti	..\www.web3d.org\x3d\content\examples\X3dForAdvancedModeling\SanCarlosCathedral\ChurchModel.json
